ID_HOGAR,ID_GEOGRAFIA,MES_NUM,ID_POBREZA,Total_Miembros_Hogar,Factor_Expansion_Anual,Ingreso_Neto_Total_Hogar,Gasto_Total_Bruto_Hogar,Brecha_Monetaria_Hogar,Ingreso_Monetario_Per_Capita,Gasto_Monetario_Per_Capita,Brecha_Monetaria_Per_Capita,Logaritmo_Ingreso_Hogar,Logaritmo_Gasto_Hogar,Logaritmo_Brecha_Per_Capita,Gasto_Alimentos,Gasto_Vestido_Calzado,Gasto_Vivienda_Combustible_Electricidad,Gasto_Muebles_Enseres_Mantenimiento,Gasto_Salud_Servicios_Medicos,Gasto_Transportes_Comunicaciones,Gasto_Esparcimiento_Cultura_Ensenanza,Gasto_Otros_Bienes_Servicios,Porcentaje_Gasto_Alimentos,Porcentaje_Gasto_Vestido_Calzado,Porcentaje_Gasto_Vivienda_Combustible_Electricidad,Porcentaje_Gasto_Muebles_Enseres_Mantenimiento,Porcentaje_Gasto_Salud_Servicios_Medicos,Porcentaje_Gasto_Transportes_Comunicaciones,Porcentaje_Gasto_Esparcimiento_Cultura_Ensenanza,Porcentaje_Gasto_Otros_Bienes_Servicios,Tasa_Ahorro_Hogar,ID_SEGMENTO,PCA_VALIDO
11409,893,5,6,5,65.357338,12011.525391,14107.598633,-2096.073242,2402.305078,2821.519727,-419.214648,9.393705,9.554540,0.000000,1800.522705,539.867065,401.000000,421.021057,246.000000,0.000000,428.000000,199.758514,0.446100,0.133800,0.099400,0.104300,0.060900,0.000000,0.106000,0.049500,-0.174505,4,1
11410,893,5,5,4,65.357338,14434.698242,12756.332031,1678.366211,3608.674561,3189.083008,419.591553,9.577459,9.453861,6.041662,36.022549,55.072506,0.000000,290.770721,38.000000,0.000000,146.000000,288.835785,0.042100,0.064400,0.000000,0.340200,0.044500,0.000000,0.170800,0.337900,0.116273,2,1
11411,893,5,2,3,65.357338,20186.121094,14710.430664,5475.690430,6728.707031,4903.476888,1825.230143,9.912800,9.596380,7.510009,1454.829590,505.415894,0.000000,438.566071,0.000000,120.000000,368.000000,1547.151367,0.328100,0.114000,0.000000,0.098900,0.000000,0.027100,0.083000,0.348900,0.271260,1,1
11412,893,5,4,2,65.357338,7500.149902,7985.088379,-484.938477,3750.074951,3992.544189,-242.469238,8.922812,8.985456,0.000000,300.208984,114.630417,0.000000,449.929108,0.000000,284.108276,0.000000,20.728859,0.256700,0.098000,0.000000,0.384700,0.000000,0.242900,0.000000,0.017700,-0.064657,3,1
11413,893,5,6,5,65.357338,11853.265625,16711.343750,-4858.078125,2370.653125,3342.268750,-971.615625,9.380443,9.723903,0.000000,532.340271,0.000000,0.000000,329.846039,0.000000,60.000000,122.000000,194.041656,0.429900,0.000000,0.000000,0.266400,0.000000,0.048500,0.098500,0.156700,-0.409851,4,1
11414,334,5,2,3,65.357338,24066.623047,17211.943359,6854.679688,8022.207682,5737.314453,2284.893229,10.088623,9.753417,7.734512,2740.670410,301.005035,1265.000000,20.128538,1383.000000,373.705444,0.000000,255.370300,0.432400,0.047500,0.199600,0.003200,0.218200,0.059000,0.000000,0.040300,0.284821,1,1
11415,334,5,2,5,65.357338,24328.025391,19689.917969,4638.107422,4865.605078,3937.983594,927.621484,10.099425,9.887913,6.833701,3129.290771,111.048340,839.000000,304.685364,420.000000,869.481079,360.000000,256.328430,0.497500,0.017700,0.133400,0.048400,0.066800,0.138200,0.057200,0.040800,0.190649,1,1
11416,334,5,5,5,65.357338,26343.699219,15515.777344,10827.921875,5268.739844,3103.155469,2165.584375,10.179022,9.649677,7.680907,24.015032,0.000000,0.000000,1380.816895,0.000000,60.000000,231.000000,33.729534,0.013900,0.000000,0.000000,0.798400,0.000000,0.034700,0.133600,0.019500,0.411025,1,1
11417,334,5,7,5,65.357338,6507.455566,5329.470703,1177.984863,1301.491113,1065.894141,235.596973,8.780857,8.581195,5.466358,24.015032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.181021,1,1
11418,334,5,7,2,65.357338,8299.679688,4590.409180,3709.270508,4149.839844,2295.204590,1854.635254,9.024093,8.431942,7.525982,48.030064,150.702927,0.000000,84.802879,0.000000,388.803650,0.000000,21.683271,0.069200,0.217100,0.000000,0.122200,0.000000,0.560200,0.000000,0.031200,0.446917,1,1
11419,334,5,7,7,65.357338,30341.951172,11977.494141,18364.457031,4334.564453,1711.070592,2623.493862,10.320320,9.390868,7.872643,48.030064,397.198364,0.000000,411.864136,291.000000,240.881805,97.000000,405.001801,0.025400,0.210000,0.000000,0.217800,0.153900,0.127400,0.051300,0.214200,0.605250,1,1
11420,13,5,5,7,65.357338,27265.585938,19057.591797,8207.994141,3895.083705,2722.513114,1172.570592,10.213417,9.855273,7.067806,2826.687744,298.870087,596.000000,622.978760,361.000000,788.388855,455.872772,750.959961,0.421800,0.044600,0.088900,0.093000,0.053900,0.117700,0.068000,0.112100,0.301039,1,1
11421,13,5,2,2,65.357338,15439.011719,11370.496094,4068.515625,7719.505859,5685.248047,2034.257812,9.644718,9.338865,7.618378,5346.816406,163.942596,754.000000,469.683594,158.000000,1029.549316,289.000000,439.040405,0.618100,0.019000,0.087200,0.054300,0.018300,0.119000,0.033400,0.050800,0.263522,1,1
11422,13,5,2,2,65.357338,21834.882812,11986.703125,9848.179688,10917.441406,5993.351562,4924.089844,9.991310,9.391637,8.502098,360.229401,0.000000,402.000000,0.000000,40.000000,96.000000,0.000000,29.061050,0.388500,0.000000,0.433500,0.000000,0.043100,0.103500,0.000000,0.031300,0.451030,1,1
11423,13,5,2,3,65.357338,32485.904297,22697.570312,9788.333984,10828.634766,7565.856771,3262.777995,10.388592,10.030057,8.090641,4992.556152,352.016113,438.000000,496.473511,383.000000,485.200470,215.000000,1013.139404,0.596100,0.042000,0.052300,0.059300,0.045700,0.057900,0.025700,0.121000,0.301310,1,1
11424,13,5,6,5,65.357338,14938.768555,17978.583984,-3039.815430,2987.753711,3595.716797,-607.963086,9.611782,9.796992,0.000000,3683.730469,918.115784,121.642746,543.891235,193.000000,6794.834473,805.718018,225.150192,0.277300,0.069100,0.009200,0.040900,0.014500,0.511400,0.060600,0.016900,-0.203485,4,1
11425,13,5,6,5,65.357338,14545.515625,14672.486328,-126.970703,2909.103125,2934.497266,-25.394141,9.585107,9.593797,0.000000,4157.462891,685.000000,195.000000,319.843506,427.000000,132.000000,1413.256470,27.431004,0.565100,0.093100,0.026500,0.043500,0.058000,0.017900,0.192100,0.003700,-0.008729,3,1
11426,13,5,4,7,65.357338,26359.845703,32498.222656,-6138.376953,3765.692243,4642.603237,-876.910993,10.179635,10.388971,0.000000,9051.782227,1797.906250,827.000000,3669.354980,401.000000,1708.264771,616.033691,578.619385,0.485400,0.096400,0.044300,0.196700,0.021500,0.091600,0.033000,0.031000,-0.232868,4,1
11427,13,5,5,5,65.357338,28783.164062,16829.630859,11953.533203,5756.632812,3365.926172,2390.706641,10.267581,9.730956,7.779762,2748.162354,401.998993,474.000000,596.562927,0.000000,238.252533,382.000000,258.806152,0.538900,0.078800,0.092900,0.117000,0.000000,0.046700,0.074900,0.050700,0.415296,1,1
11428,894,5,1,3,65.357338,30169.048828,26498.714844,3670.333984,10056.349609,8832.904948,1223.444661,10.314605,10.184889,7.110243,4145.655273,0.000000,900.000000,357.199341,423.000000,1399.597412,0.000000,87.372200,0.566900,0.000000,0.123100,0.048800,0.057800,0.191400,0.000000,0.011900,0.121659,2,1
11429,894,5,1,1,65.357338,16982.644531,8603.923828,8378.720703,16982.644531,8603.923828,8378.720703,9.740006,9.060090,9.033570,0.000000,0.000000,24.000000,65.639526,4643.000000,1439.298828,50.281258,104.802483,0.000000,0.000000,0.003800,0.010400,0.733800,0.227500,0.007900,0.016600,0.493370,1,1
11430,894,5,2,2,65.357338,14983.890625,11791.928711,3191.961914,7491.945312,5895.964355,1595.980957,9.614798,9.375255,7.375870,3107.472412,153.508560,790.000000,690.106689,402.000000,746.292664,63.450161,448.291382,0.485500,0.024000,0.123400,0.107800,0.062800,0.116600,0.009900,0.070000,0.213026,1,1
11431,894,5,2,2,65.357338,21439.013672,12755.961914,8683.051758,10719.506836,6377.980957,4341.525879,9.973014,9.453832,8.376211,4036.856934,9.619336,0.000000,241.100723,0.000000,158.981995,0.000000,59.752689,0.895800,0.002100,0.000000,0.053500,0.000000,0.035300,0.000000,0.013300,0.405012,1,1
11432,894,5,1,1,65.357338,39567.769531,19286.628906,20281.140625,39567.769531,19286.628906,20281.140625,10.585795,9.867219,9.917496,4858.256836,3745.127930,255.000000,1008.378540,1822.000000,611.384766,63.450161,648.028931,0.373400,0.287800,0.019600,0.077500,0.140000,0.047000,0.004900,0.049800,0.512567,1,1
11433,894,5,3,2,65.357338,22198.367188,23656.300781,-1457.933594,11099.183594,11828.150391,-728.966797,10.007819,10.071427,0.000000,5329.185547,0.000000,766.000000,834.754578,189.000000,2793.024414,0.000000,226.052811,0.525700,0.000000,0.075600,0.082300,0.018600,0.275500,0.000000,0.022300,-0.065678,3,1
11434,894,5,3,2,65.357338,18463.785156,18471.128906,-7.343750,9231.892578,9235.564453,-3.671875,9.823621,9.824018,0.000000,5170.152832,85.772408,1395.207275,462.593475,2492.000000,1700.479248,0.000000,1113.363770,0.416300,0.006900,0.112300,0.037200,0.200700,0.136900,0.000000,0.089600,-0.000398,3,1
11435,894,5,3,2,65.357338,26026.810547,30601.294922,-4574.484375,13013.405273,15300.647461,-2287.242188,10.166921,10.328830,0.000000,6407.413574,0.000000,742.000000,1544.086914,123.000000,1664.332764,50.281258,358.906433,0.588400,0.000000,0.068100,0.141800,0.011300,0.152800,0.004600,0.033000,-0.175760,4,1
11436,14,5,2,3,9.600916,29969.236328,17597.648438,12371.587891,9989.745443,5865.882812,4123.862630,10.307960,9.775577,8.324788,1253.458374,0.000000,1119.000000,710.171875,386.000000,48.000000,0.000000,236.222260,0.334000,0.000000,0.298200,0.189200,0.102900,0.012800,0.000000,0.062900,0.412810,1,1
11437,14,5,4,2,9.600916,12326.185547,13473.441406,-1147.255859,6163.092773,6736.720703,-573.627930,9.419562,9.508550,0.000000,7015.611328,126.050919,1143.000000,466.650085,109.000000,964.000000,196.000000,256.411987,0.682700,0.012300,0.111200,0.045400,0.010600,0.093800,0.019100,0.025000,-0.093075,3,1
11438,14,5,1,4,9.600916,50080.882812,46144.984375,3935.898438,12520.220703,11536.246094,983.974609,10.821415,10.739565,6.892616,12895.238281,184.634750,2418.000000,998.711060,852.000000,2169.154785,814.063171,2090.526611,0.575100,0.008200,0.107800,0.044500,0.038000,0.096700,0.036300,0.093200,0.078591,2,1
11439,14,5,2,7,9.600916,74467.625000,57810.984375,16656.640625,10638.232143,8258.712054,2379.520089,11.218133,10.964951,7.775074,15931.659180,0.000000,5293.000000,952.141357,1212.000000,3155.141846,3222.000000,1817.346191,0.504400,0.000000,0.167600,0.030100,0.038400,0.099900,0.102000,0.057500,0.223676,1,1
11440,14,5,2,6,9.600916,50794.664062,42823.425781,7971.238281,8465.777344,7137.237630,1328.539714,10.835566,10.664864,7.192588,15442.656250,0.000000,2010.000000,1635.392334,184.000000,662.000000,278.218323,1705.751831,0.704600,0.000000,0.091700,0.074600,0.008400,0.030200,0.012700,0.077800,0.156931,1,1
11441,14,5,3,2,9.600916,41890.230469,42474.609375,-584.378906,20945.115234,21237.304688,-292.189453,10.642832,10.656685,0.000000,15377.567383,0.000000,2779.000000,837.330994,2345.000000,3381.212891,817.710754,1816.002441,0.562200,0.000000,0.101600,0.030600,0.085700,0.123600,0.029900,0.066400,-0.013950,3,1
11442,14,5,1,1,9.600916,27764.429688,26432.830078,1331.599609,27764.429688,26432.830078,1331.599609,10.231547,10.182400,7.194887,5468.202637,0.000000,0.000000,0.000000,12.000000,325.000000,0.000000,11.641126,0.940100,0.000000,0.000000,0.000000,0.002100,0.055900,0.000000,0.002000,0.047961,2,1
11443,14,5,3,5,9.600916,31776.183594,58014.953125,-26238.769531,6355.236719,11602.990625,-5247.753906,10.366504,10.968473,0.000000,14048.696289,1489.670654,9900.000000,2047.781494,901.000000,2000.000000,4013.000000,8008.212891,0.331300,0.035100,0.233400,0.048300,0.021200,0.047200,0.094600,0.188800,-0.825737,4,1
11444,14,5,1,5,9.600916,65019.703125,59008.843750,6010.859375,13003.940625,11801.768750,1202.171875,11.082461,10.985460,7.092717,13910.236328,331.000000,2623.000000,3678.018311,100.000000,2758.000000,3831.000000,968.352234,0.493300,0.011700,0.093000,0.130400,0.003500,0.097800,0.135900,0.034300,0.092447,2,1
11445,15,5,3,6,600.852478,48835.359375,54579.656250,-5744.296875,8139.226562,9096.609375,-957.382812,10.796230,10.907435,0.000000,22903.871094,658.251709,2923.000000,1648.894409,126.000000,302.426056,1022.637390,2755.056152,0.708200,0.020400,0.090400,0.051000,0.003900,0.009400,0.031600,0.085200,-0.117626,3,1
11446,15,5,1,4,600.852478,44102.714844,39388.875000,4713.839844,11025.678711,9847.218750,1178.459961,10.694299,10.581264,7.072812,9697.562500,132.323730,1299.000000,780.273132,440.000000,2771.429688,1522.007935,978.239441,0.550300,0.007500,0.073700,0.044300,0.025000,0.157300,0.086400,0.055500,0.106883,2,1
11447,15,5,5,5,600.852478,22241.705078,16786.574219,5455.130859,4448.341016,3357.314844,1091.026172,10.009769,9.728394,6.995790,1298.595947,1006.194092,1443.000000,1575.279053,108.000000,795.152466,325.000000,1605.684570,0.159200,0.123400,0.176900,0.193100,0.013200,0.097500,0.039800,0.196800,0.245266,1,1
11448,15,5,4,5,600.852478,33703.839844,35958.957031,-2255.117188,6740.767969,7191.791406,-451.023438,10.425397,10.490161,0.000000,13763.402344,625.651794,1960.000000,1109.093140,133.000000,181.000000,1039.866455,2947.420410,0.632500,0.028800,0.090100,0.051000,0.006100,0.008300,0.047800,0.135500,-0.066910,3,1
11449,15,5,3,4,600.852478,37235.109375,49222.300781,-11987.191406,9308.777344,12305.575195,-2996.797852,10.525034,10.804122,0.000000,18681.185547,1825.191528,938.000000,2132.781494,1072.000000,8698.060547,1407.869873,1162.549072,0.520100,0.050800,0.026100,0.059400,0.029800,0.242200,0.039200,0.032400,-0.321932,4,1
11450,15,5,2,5,600.852478,43291.195312,36714.312500,6576.882812,8658.239063,7342.862500,1315.376563,10.675728,10.510949,7.182638,15326.827148,556.320801,2021.000000,1281.824097,1918.000000,1313.000000,3428.000000,1842.540405,0.553600,0.020100,0.073000,0.046300,0.069300,0.047400,0.123800,0.066500,0.151922,1,1
11451,14,5,2,5,284.089172,34650.589844,30204.720703,4445.869141,6930.117969,6040.944141,889.173828,10.453099,10.315787,6.791417,9524.933594,494.000000,3080.000000,987.636047,355.000000,950.817383,695.000000,982.798462,0.558000,0.028900,0.180400,0.057900,0.020800,0.055700,0.040700,0.057600,0.128306,2,1
11452,14,5,1,6,284.089172,83501.640625,27947.048828,55554.591797,13916.940104,4657.841471,9259.098633,11.332634,10.238103,9.133470,22625.029297,5002.580078,6238.028320,3634.945068,2978.000000,1879.000000,9962.179688,3494.177490,0.405400,0.089600,0.111800,0.065100,0.053400,0.033700,0.178500,0.062600,0.665311,1,1
11453,14,5,1,2,284.089172,34062.925781,33387.226562,675.699219,17031.462891,16693.613281,337.849609,10.435994,10.415959,5.825556,7100.767090,470.583893,719.000000,1142.861206,1298.000000,2529.628906,421.947266,1483.662964,0.468200,0.031000,0.047400,0.075400,0.085600,0.166800,0.027800,0.097800,0.019837,2,1
11454,14,5,5,4,284.089172,19098.820312,19017.283203,81.537109,4774.705078,4754.320801,20.384277,9.857434,9.853156,3.062656,9659.330078,1499.343506,1792.000000,564.067383,289.000000,871.768127,413.506622,1147.845337,0.594900,0.092300,0.110400,0.034700,0.017800,0.053700,0.025500,0.070700,0.004269,2,1
11455,14,5,3,2,284.089172,24814.404297,30247.687500,-5433.283203,12407.202148,15123.843750,-2716.641602,10.119220,10.317208,0.000000,6863.345703,1494.299927,2323.000000,2306.052002,4368.000000,1735.000000,214.549652,1727.514160,0.326300,0.071000,0.110500,0.109600,0.207700,0.082500,0.010200,0.082100,-0.218957,4,1
11456,14,5,4,5,284.089172,32108.312500,36135.968750,-4027.656250,6421.662500,7227.193750,-805.531250,10.376901,10.495072,0.000000,6726.844727,0.000000,1071.000000,401.870880,816.000000,10965.949219,878.173523,1693.560059,0.298300,0.000000,0.047500,0.017800,0.036200,0.486200,0.038900,0.075100,-0.125440,3,1
11457,15,5,3,5,210.549103,61712.062500,67453.148438,-5741.085938,12342.412500,13490.629688,-1148.217187,11.030251,11.119203,0.000000,16632.171875,2912.947266,2647.000000,4005.382324,858.000000,1882.278198,4695.829590,7501.164551,0.404300,0.070800,0.064300,0.097400,0.020900,0.045800,0.114200,0.182400,-0.093030,3,1
11458,15,5,6,3,210.549103,13382.904297,15806.984375,-2424.080078,4460.968099,5268.994792,-808.026693,9.501808,9.668270,0.000000,2943.865479,0.000000,2397.000000,263.481842,244.000000,48.000000,0.000000,234.586441,0.480200,0.000000,0.391000,0.043000,0.039800,0.007800,0.000000,0.038300,-0.181133,4,1
11459,15,5,3,7,210.549103,31776.183594,71740.851562,-39964.667969,4539.454799,10248.693080,-5709.238281,10.366504,11.180830,0.000000,16255.992188,2946.380859,3921.000000,2766.787842,2175.000000,6687.368164,2688.109131,5834.302246,0.375600,0.068100,0.090600,0.063900,0.050300,0.154500,0.062100,0.134800,-1.257693,4,1
11460,15,5,1,2,210.549103,62779.375000,40509.062500,22270.312500,31389.687500,20254.531250,11135.156250,11.047398,10.609306,9.317952,12591.624023,0.000000,3127.000000,77.997589,2797.000000,2625.000000,4618.921387,1715.915283,0.457000,0.000000,0.113500,0.002800,0.101500,0.095300,0.167600,0.062300,0.354739,1,1
11461,15,5,1,3,210.549103,31776.183594,27947.048828,3829.134766,10592.061198,9315.682943,1276.378255,10.366504,10.238103,7.152565,8827.439453,684.870789,6762.603027,12025.872070,14293.000000,7957.294922,218.742920,1741.110474,0.168100,0.013000,0.128800,0.229000,0.272200,0.151500,0.004200,0.033200,0.120503,2,1
11462,15,5,1,1,450.639374,26302.218750,13160.940430,13141.278320,26302.218750,13160.940430,13141.278320,10.177447,9.485085,9.483590,4805.452637,0.000000,1360.000000,529.030029,251.000000,1023.000000,0.000000,477.576416,0.569000,0.000000,0.161000,0.062600,0.029700,0.121100,0.000000,0.056500,0.499626,1,1
11463,15,5,1,5,450.639374,31776.183594,27947.048828,3829.134766,6355.236719,5589.409766,765.826953,10.366504,10.238103,6.642261,23017.656250,9376.083008,2539.000000,5937.816406,7407.000000,11490.086914,10502.269531,14370.101562,0.271900,0.110800,0.030000,0.070200,0.087500,0.135800,0.124100,0.169800,0.120503,2,1
11464,15,5,1,1,450.639374,16884.000000,14630.390625,2253.609375,16884.000000,14630.390625,2253.609375,9.734181,9.590925,7.720732,0.000000,622.402832,386.000000,304.943268,64.000000,192.000000,0.000000,592.150269,0.000000,0.287900,0.178600,0.141100,0.029600,0.088800,0.000000,0.274000,0.133476,2,1
11465,15,5,1,2,450.639374,29664.859375,25321.332031,4343.527344,14832.429688,12660.666016,2171.763672,10.297752,10.139442,7.683755,9907.956055,104.933418,1828.000000,766.553711,711.000000,1105.225952,0.000000,1452.432373,0.624100,0.006600,0.115100,0.048300,0.044800,0.069600,0.000000,0.091500,0.146420,2,1
11466,15,5,3,4,450.639374,35066.640625,39380.292969,-4313.652344,8766.660156,9845.073242,-1078.413086,10.465034,10.581046,0.000000,11497.489258,847.962769,0.000000,779.749512,855.000000,2047.000000,823.000000,1384.407471,0.630500,0.046500,0.000000,0.042800,0.046900,0.112300,0.045100,0.075900,-0.123013,3,1
11467,15,5,1,2,450.639374,35760.105469,27965.435547,7794.669922,17880.052734,13982.717773,3897.334961,10.484616,10.238760,8.268305,7633.357422,952.811401,1732.000000,574.615356,388.000000,566.000000,560.000000,1334.610962,0.555500,0.069300,0.126000,0.041800,0.028200,0.041200,0.040800,0.097100,0.217971,1,1
11468,15,5,2,1,210.549103,15987.325195,8526.248047,7461.077148,15987.325195,8526.248047,7461.077148,9.679614,9.051022,8.917589,1151.218994,40.050922,613.333923,247.134766,20.000000,120.000000,0.000000,109.006943,0.500400,0.017400,0.266600,0.107400,0.008700,0.052200,0.000000,0.047400,0.466687,1,1
11469,15,5,4,2,210.549103,15679.309570,17446.990234,-1767.680664,7839.654785,8723.495117,-883.840332,9.660161,9.766980,0.000000,7418.624023,0.000000,2045.333984,500.239288,346.000000,482.000000,0.000000,527.973938,0.655300,0.000000,0.180700,0.044200,0.030600,0.042600,0.000000,0.046600,-0.112740,3,1
11470,15,5,3,3,210.549103,24352.103516,27450.658203,-3098.554688,8117.367839,9150.219401,-1032.851562,10.100415,10.220182,0.000000,10733.071289,122.555824,409.000000,1047.407837,0.000000,723.000000,31.000000,253.913162,0.805800,0.009200,0.030700,0.078600,0.000000,0.054300,0.002300,0.019100,-0.127240,3,1
11471,15,5,2,4,210.549103,28827.330078,26205.080078,2622.250000,7206.832520,6551.270020,655.562500,10.269114,10.173747,6.487018,12708.657227,944.543701,1096.566284,1670.198120,898.000000,373.000000,364.218323,543.858643,0.683300,0.050800,0.059000,0.089800,0.048300,0.020100,0.019600,0.029200,0.090964,2,1
11472,15,5,4,3,210.549103,13666.912109,21643.589844,-7976.677734,4555.637370,7214.529948,-2658.892578,9.522806,9.982511,0.000000,7914.097168,0.000000,1443.000000,824.967957,156.000000,1325.000000,0.000000,357.584625,0.658400,0.000000,0.120000,0.068600,0.013000,0.110200,0.000000,0.029700,-0.583649,4,1
11473,735,5,1,4,284.089172,41962.785156,41820.687500,142.097656,10490.696289,10455.171875,35.524414,10.644562,10.641170,3.597981,5028.265625,655.000000,1455.000000,710.446350,0.000000,1240.000000,798.000000,1989.075195,0.423400,0.055200,0.122500,0.059800,0.000000,0.104400,0.067200,0.167500,0.003386,2,1
11474,735,5,1,3,284.089172,49509.121094,39399.757812,10109.363281,16503.040365,13133.252604,3369.787760,10.809932,10.581540,8.122902,7568.120605,0.000000,1543.030518,6212.803711,514.000000,1730.755615,0.000000,935.842346,0.409000,0.000000,0.083400,0.335700,0.027800,0.093500,0.000000,0.050600,0.204192,1,1
11475,735,5,4,4,284.089172,32899.500000,34376.882812,-1477.382812,8224.875000,8594.220703,-369.345703,10.401243,10.445169,0.000000,12698.524414,1220.931885,7097.000000,1442.798462,742.000000,1879.255371,908.278564,2024.380615,0.453300,0.043600,0.253300,0.051500,0.026500,0.067100,0.032400,0.072300,-0.044906,3,1
11476,735,5,1,10,284.089172,31776.183594,27947.048828,3829.134766,3177.618359,2794.704883,382.913477,10.366504,10.238103,5.950417,22676.591797,3504.746094,4944.000000,2894.057373,14219.000000,4571.818359,14853.722656,7737.272949,0.300700,0.046500,0.065600,0.038400,0.188600,0.060600,0.197000,0.102600,0.120503,2,1
11477,735,5,1,2,284.089172,37375.394531,33581.726562,3793.667969,18687.697266,16790.863281,1896.833984,10.528795,10.421767,7.548469,3056.074463,1442.634277,493.000000,1179.973267,3525.000000,434.000000,523.461975,1983.363281,0.241800,0.114200,0.039000,0.093400,0.278900,0.034300,0.041400,0.156900,0.101502,2,1
11478,735,5,1,1,284.089172,25524.998047,24358.039062,1166.958984,25524.998047,24358.039062,1166.958984,10.147453,10.100658,7.063013,0.000000,0.000000,72.000000,131.957596,2086.000000,0.000000,0.000000,286.084015,0.000000,0.000000,0.027900,0.051200,0.809800,0.000000,0.000000,0.111100,0.045718,2,1
11479,895,5,5,3,207.590714,15382.192383,8775.002930,6607.189453,5127.397461,2925.000977,2202.396484,9.641031,9.079776,7.697755,2720.062256,823.079956,348.000000,675.586731,21.000000,145.000000,361.000000,351.582642,0.499500,0.151200,0.063900,0.124100,0.003900,0.026600,0.066300,0.064600,0.429535,1,1
11480,895,5,1,2,207.590714,31550.853516,28688.554688,2862.298828,15775.426758,14344.277344,1431.149414,10.359388,10.264288,7.266932,246.258759,4293.458984,168.000000,1196.015747,10751.000000,241.000000,0.000000,1283.936646,0.013500,0.236200,0.009200,0.065800,0.591400,0.013300,0.000000,0.070600,0.090720,2,1
11481,895,5,7,6,207.590714,28839.361328,10926.127930,17913.233398,4806.560221,1821.021322,2985.538900,10.269531,9.299004,8.001870,3080.454590,1001.826721,204.000000,573.554443,358.000000,289.000000,111.000000,284.097076,0.521900,0.169700,0.034600,0.097200,0.060700,0.049000,0.018800,0.048100,0.621138,1,1
11482,895,5,6,4,207.590714,6335.621094,10812.699219,-4477.078125,1583.905273,2703.174805,-1119.269531,8.754101,9.288569,0.000000,2186.121094,42.000000,228.000000,467.382629,103.000000,301.000000,152.000000,252.812164,0.585700,0.011300,0.061100,0.125200,0.027600,0.080600,0.040700,0.067700,-0.706652,4,1
11483,895,5,8,10,207.590714,15473.022461,23041.951172,-7568.928711,1547.302246,2304.195117,-756.892871,9.646918,10.045115,0.000000,9007.611328,1448.326538,72.000000,1218.227051,497.000000,169.000000,244.000000,1384.269897,0.641500,0.103200,0.005100,0.086800,0.035400,0.012000,0.017400,0.098600,-0.489169,4,1
11484,895,5,1,3,207.590714,76713.320312,28302.787109,48410.533203,25571.106771,9434.262370,16136.844401,11.247844,10.250751,9.688922,5270.749023,985.059204,288.000000,1056.580688,120.000000,120.000000,254.136444,964.075623,0.581900,0.108700,0.031800,0.116600,0.013200,0.013200,0.028100,0.106400,0.631058,1,1
11485,895,5,2,6,207.590714,50674.851562,25338.359375,25336.492188,8445.808594,4223.059896,4222.748698,10.833205,10.140114,8.348478,5859.855469,858.018433,301.000000,1115.797363,2993.000000,1231.181885,154.000000,312.984375,0.456900,0.066900,0.023500,0.087000,0.233400,0.096000,0.012000,0.024400,0.499982,1,1
11486,338,5,1,4,158.095383,52698.453125,51149.609375,1548.843750,13174.613281,12787.402344,387.210938,10.872360,10.842530,5.961549,10754.511719,2630.566406,7722.000000,481.045471,5574.000000,2103.774902,1848.867432,1704.697266,0.327700,0.080200,0.235300,0.014700,0.169800,0.064100,0.056300,0.051900,0.029391,2,1
11487,338,5,1,4,158.095383,56920.253906,36070.382812,20849.871094,14230.063477,9017.595703,5212.467773,10.949424,10.493255,8.559001,11945.156250,1268.572021,1805.000000,798.224304,63.000000,2332.448242,1039.155518,2181.963135,0.557300,0.059200,0.084200,0.037200,0.002900,0.108800,0.048500,0.101800,0.366300,1,1
11488,338,5,3,1,158.095383,29764.988281,30023.089844,-258.101562,29764.988281,30023.089844,-258.101562,10.301122,10.309755,0.000000,3062.430664,0.000000,180.000000,805.275940,0.000000,891.000000,0.000000,0.000000,0.620100,0.000000,0.036400,0.163100,0.000000,0.180400,0.000000,0.000000,-0.008671,3,1
11489,338,5,3,2,158.095383,19139.455078,19552.892578,-413.437500,9569.727539,9776.446289,-206.718750,9.859559,9.880930,0.000000,2443.930908,40.851940,253.000000,2033.346680,47.000000,2428.966553,154.000000,184.226715,0.322200,0.005400,0.033400,0.268100,0.006200,0.320200,0.020300,0.024300,-0.021601,3,1
11490,338,5,2,2,158.095383,21026.742188,13071.800781,7954.941406,10513.371094,6535.900391,3977.470703,9.953598,9.478289,8.288653,5613.315430,0.000000,541.000000,386.275909,111.000000,72.000000,0.000000,553.974548,0.771300,0.000000,0.074300,0.053100,0.015300,0.009900,0.000000,0.076100,0.378325,1,1
11491,338,5,1,2,158.095383,33749.742188,30388.746094,3360.996094,16874.871094,15194.373047,1680.498047,10.426758,10.321861,7.427440,544.917114,0.000000,1564.000000,641.864563,4856.000000,204.531921,0.000000,158.460403,0.068400,0.000000,0.196200,0.080500,0.609300,0.025700,0.000000,0.019900,0.099586,2,1
